account_id,customer_id,account_type,opening_date,status
A0000468,C000944,SAVINGS,2025-07-25,ACTIVE
A0000469,C000355,DEPOSIT,2022-11-09,ACTIVE
A0000470,C000151,SAVINGS,2024-01-08,CLOSED
A0000471,C000810,CURRENT,2024-08-19,ACTIVE
A0000472,C000826,SAVINGS,2022-12-25,CLOSED
A0000473,C000612,DEPOSIT,2024-08-31,ACTIVE
A0000474,C000950,DEPOSIT,2023-09-14,ACTIVE
A0000475,C000738,DEPOSIT,2024-04-21,ACTIVE
A0000476,C000766,SAVINGS,2024-04-29,ACTIVE
A0000477,C000153,SAVINGS,2022-04-12,ACTIVE
A0000478,C000086,SAVINGS,2023-11-17,ACTIVE
A0000479,C000694,DEPOSIT,2021-05-08,ACTIVE
A0000480,C000769,CURRENT,2025-09-24,ACTIVE
A0000481,C000411,DEPOSIT,2025-02-10,CLOSED
A0000482,C000852,SAVINGS,2024-01-26,ACTIVE
A0000483,C000018,CURRENT,2020-10-16,ACTIVE
A0000484,C000239,CURRENT,2026-01-21,ACTIVE
A0000485,C000602,CURRENT,2022-10-07,ACTIVE
A0000486,C000594,DEPOSIT,2026-03-01,ACTIVE
A0000487,C000033,SAVINGS,2023-07-10,ACTIVE
A0000488,C000899,DEPOSIT,2024-11-02,ACTIVE
A0000489,C000764,DEPOSIT,2025-08-28,CLOSED
A0000490,C000265,CURRENT,2024-03-15,ACTIVE
A0000491,C000413,CURRENT,2025-09-09,ACTIVE
A0000492,C000434,CURRENT,2022-03-30,ACTIVE
A0000493,C000040,DEPOSIT,2021-02-09,ACTIVE
A0000494,C000171,SAVINGS,2025-11-24,ACTIVE
A0000495,C000309,DEPOSIT,2022-01-10,ACTIVE
A0000496,C000960,DEPOSIT,2023-08-23,CLOSED
A0000497,C000222,CURRENT,2022-09-03,ACTIVE
A0000498,C000659,SAVINGS,2025-10-26,ACTIVE
A0000499,C000530,SAVINGS,2020-04-06,ACTIVE
A0000500,C000169,DEPOSIT,2024-12-28,ACTIVE
A0000501,C000122,SAVINGS,2023-02-11,ACTIVE
A0000502,C000470,SAVINGS,2020-07-21,ACTIVE
A0000503,C000510,CURRENT,2026-03-05,ACTIVE
A0000504,C000468,CURRENT,2024-07-17,ACTIVE
A0000505,C000734,DEPOSIT,2024-09-17,ACTIVE
A0000506,C000185,SAVINGS,2022-07-07,ACTIVE
A0000507,C000958,DEPOSIT,2024-02-19,ACTIVE
A0000508,C000995,DEPOSIT,2024-08-29,ACTIVE
A0000509,C000966,SAVINGS,2020-08-23,ACTIVE
A0000510,C000082,DEPOSIT,2020-07-23,ACTIVE
A0000511,C000632,DEPOSIT,2025-08-17,CLOSED
A0000512,C000733,SAVINGS,2021-08-08,ACTIVE
A0000513,C000994,SAVINGS,2020-10-29,ACTIVE
A0000514,C000621,SAVINGS,2025-05-21,CLOSED
A0000515,C000802,CURRENT,2021-05-08,ACTIVE
A0000516,C000164,DEPOSIT,2022-06-03,ACTIVE
A0000517,C000889,DEPOSIT,2024-07-17,ACTIVE
A0000518,C000410,CURRENT,2020-03-24,ACTIVE
A0000519,C000979,DEPOSIT,2023-12-24,ACTIVE
A0000520,C000118,SAVINGS,2026-01-25,ACTIVE
A0000521,C000043,SAVINGS,2023-06-30,CLOSED
A0000522,C000385,SAVINGS,2020-03-24,ACTIVE
A0000523,C000176,SAVINGS,2023-01-01,ACTIVE
A0000524,C000186,SAVINGS,2025-01-23,CLOSED
A0000525,C000148,SAVINGS,2021-04-20,CLOSED
A0000526,C000774,DEPOSIT,2023-08-31,ACTIVE
A0000527,C000163,DEPOSIT,2025-07-24,ACTIVE
A0000528,C000955,SAVINGS,2024-09-09,ACTIVE
A0000529,C000027,DEPOSIT,2025-08-15,ACTIVE
A0000530,C000516,CURRENT,2020-07-29,ACTIVE
A0000531,C000007,CURRENT,2021-03-22,ACTIVE
A0000532,C000203,CURRENT,2025-12-25,ACTIVE
A0000533,C000797,CURRENT,2020-03-20,ACTIVE
A0000534,C000788,SAVINGS,2023-01-21,ACTIVE
A0000535,C000652,SAVINGS,2022-04-20,ACTIVE
A0000536,C000002,DEPOSIT,2022-03-28,ACTIVE
A0000537,C000168,CURRENT,2023-04-12,ACTIVE
A0000538,C000135,DEPOSIT,2024-11-17,CLOSED
A0000539,C000381,SAVINGS,2025-08-30,CLOSED
A0000540,C000653,SAVINGS,2020-08-28,ACTIVE
A0000541,C000629,SAVINGS,2024-08-03,ACTIVE
A0000542,C000380,SAVINGS,2020-12-18,CLOSED
A0000543,C000165,CURRENT,2021-07-24,ACTIVE
A0000544,C000570,SAVINGS,2026-04-05,ACTIVE
A0000545,C000833,CURRENT,2022-08-07,CLOSED
A0000546,C000208,CURRENT,2021-03-24,ACTIVE
A0000547,C000600,CURRENT,2022-03-04,ACTIVE
A0000548,C000575,CURRENT,2023-09-19,CLOSED
A0000549,C000511,SAVINGS,2023-11-02,ACTIVE
A0000550,C000229,CURRENT,2024-06-05,ACTIVE
A0000551,C000584,DEPOSIT,2020-04-17,ACTIVE
A0000552,C000860,CURRENT,2025-04-01,ACTIVE
A0000553,C000340,DEPOSIT,2026-06-25,ACTIVE
A0000554,C000136,DEPOSIT,2023-03-12,ACTIVE
A0000555,C000996,SAVINGS,2022-05-28,ACTIVE
A0000556,C000568,DEPOSIT,2022-09-28,ACTIVE
A0000557,C000334,SAVINGS,2024-12-09,CLOSED
A0000558,C000310,SAVINGS,2023-01-11,ACTIVE
A0000559,C000777,SAVINGS,2024-10-21,ACTIVE
A0000560,C000897,SAVINGS,2023-12-06,CLOSED
A0000561,C000166,DEPOSIT,2022-12-10,ACTIVE
A0000562,C000563,DEPOSIT,2022-09-30,ACTIVE
A0000563,C000362,SAVINGS,2020-01-19,ACTIVE
A0000564,C000328,SAVINGS,2020-01-20,ACTIVE
A0000565,C000763,DEPOSIT,2022-12-06,ACTIVE
A0000566,C000807,DEPOSIT,2021-03-04,ACTIVE
A0000567,C000430,SAVINGS,2024-07-29,ACTIVE
A0000568,C000716,CURRENT,2020-02-28,ACTIVE
A0000569,C000785,DEPOSIT,2024-06-06,ACTIVE
A0000570,C000147,CURRENT,2023-09-02,ACTIVE
A0000571,C000099,DEPOSIT,2021-12-22,CLOSED
A0000572,C000416,DEPOSIT,2023-04-26,ACTIVE
A0000573,C000654,DEPOSIT,2021-09-21,ACTIVE
A0000574,C000046,DEPOSIT,2024-12-13,ACTIVE
A0000575,C000980,SAVINGS,2023-04-28,ACTIVE
A0000576,C000557,CURRENT,2021-12-02,ACTIVE
A0000577,C000906,SAVINGS,2022-09-16,ACTIVE
A0000578,C000918,DEPOSIT,2024-08-25,ACTIVE
A0000579,C000095,SAVINGS,2025-04-28,ACTIVE
A0000580,C000598,DEPOSIT,2020-12-06,ACTIVE
A0000581,C000320,DEPOSIT,2024-11-14,ACTIVE
A0000582,C000861,DEPOSIT,2025-10-07,ACTIVE
A0000583,C000252,DEPOSIT,2021-07-06,ACTIVE
A0000584,C000896,SAVINGS,2021-01-24,ACTIVE
A0000585,C000533,SAVINGS,2024-11-25,ACTIVE
A0000586,C000133,DEPOSIT,2023-07-11,ACTIVE
A0000587,C000481,CURRENT,2022-05-05,CLOSED
A0000588,C000818,DEPOSIT,2022-12-24,CLOSED
A0000589,C000942,CURRENT,2022-10-19,ACTIVE
A0000590,C000267,CURRENT,2024-12-16,ACTIVE
A0000591,C000333,CURRENT,2024-02-01,ACTIVE
A0000592,C000126,DEPOSIT,2026-01-18,CLOSED
A0000593,C000309,CURRENT,2025-10-23,ACTIVE
A0000594,C000152,SAVINGS,2023-10-22,CLOSED
A0000595,C000168,SAVINGS,2021-07-01,ACTIVE
A0000596,C000882,SAVINGS,2023-09-23,ACTIVE
A0000597,C000065,DEPOSIT,2023-02-11,ACTIVE
A0000598,C000373,DEPOSIT,2021-12-03,ACTIVE
A0000599,C000994,SAVINGS,2022-10-03,ACTIVE
A0000600,C000148,DEPOSIT,2020-07-29,CLOSED
A0000601,C000014,DEPOSIT,2023-09-18,ACTIVE
A0000602,C000324,CURRENT,2026-02-25,ACTIVE
A0000603,C000202,DEPOSIT,2025-07-27,CLOSED
A0000604,C000685,CURRENT,2026-06-29,ACTIVE
A0000605,C000048,SAVINGS,2023-11-09,ACTIVE
A0000606,C000645,SAVINGS,2024-03-31,CLOSED
A0000607,C000266,SAVINGS,2025-02-18,ACTIVE
A0000608,C000950,CURRENT,2025-11-26,ACTIVE
A0000609,C000045,CURRENT,2025-03-03,ACTIVE
A0000610,C000061,SAVINGS,2024-01-27,ACTIVE
A0000611,C000829,CURRENT,2020-01-01,ACTIVE
A0000612,C000890,SAVINGS,2023-07-30,CLOSED
A0000613,C000323,CURRENT,2020-04-26,ACTIVE
A0000614,C000268,SAVINGS,2022-10-15,ACTIVE
A0000615,C000890,SAVINGS,2024-08-23,ACTIVE
A0000616,C000870,DEPOSIT,2025-01-07,ACTIVE
A0000617,C000370,DEPOSIT,2021-05-16,ACTIVE
A0000618,C000026,CURRENT,2022-08-18,ACTIVE
A0000619,C000335,SAVINGS,2020-01-13,ACTIVE
A0000620,C000825,SAVINGS,2023-01-12,CLOSED
A0000621,C000380,SAVINGS,2020-02-22,ACTIVE
A0000622,C000221,DEPOSIT,2022-03-27,ACTIVE
A0000623,C000129,CURRENT,2024-07-30,ACTIVE
A0000624,C000496,DEPOSIT,2020-10-14,ACTIVE
A0000625,C000976,SAVINGS,2021-06-29,ACTIVE
A0000626,C000174,DEPOSIT,2025-04-11,ACTIVE
A0000627,C000341,CURRENT,2020-05-20,CLOSED
A0000628,C000523,DEPOSIT,2023-05-24,ACTIVE
A0000629,C000975,SAVINGS,2024-07-09,CLOSED
A0000630,C000816,SAVINGS,2020-05-19,ACTIVE
A0000631,C000962,DEPOSIT,2022-01-27,ACTIVE
A0000632,C000784,SAVINGS,2020-11-14,ACTIVE
A0000633,C000076,CURRENT,2025-04-22,ACTIVE
A0000634,C000572,DEPOSIT,2023-11-27,ACTIVE
A0000635,C000832,CURRENT,2025-05-04,CLOSED
A0000636,C000365,SAVINGS,2021-11-19,ACTIVE
A0000637,C000605,CURRENT,2021-05-27,ACTIVE
A0000638,C000487,SAVINGS,2021-03-30,CLOSED
A0000639,C000428,SAVINGS,2025-03-31,CLOSED
A0000640,C000234,DEPOSIT,2023-07-12,ACTIVE
A0000641,C000406,DEPOSIT,2025-06-09,CLOSED
A0000642,C000447,DEPOSIT,2021-08-12,ACTIVE
A0000643,C000750,DEPOSIT,2021-06-03,ACTIVE
A0000644,C000365,DEPOSIT,2022-06-22,ACTIVE
A0000645,C000234,CURRENT,2026-05-30,ACTIVE
A0000646,C000583,DEPOSIT,2026-01-13,CLOSED
A0000647,C000331,CURRENT,2020-12-17,ACTIVE
A0000648,C000045,SAVINGS,2023-09-19,CLOSED
A0000649,C000514,DEPOSIT,2025-04-12,ACTIVE
A0000650,C000494,CURRENT,2024-05-12,ACTIVE
A0000651,C000074,DEPOSIT,2023-07-09,ACTIVE
A0000652,C000739,CURRENT,2025-04-22,ACTIVE
A0000653,C000075,DEPOSIT,2023-01-13,ACTIVE
A0000654,C000524,DEPOSIT,2026-03-12,CLOSED
A0000655,C000214,CURRENT,2025-01-18,ACTIVE
A0000656,C000578,DEPOSIT,2022-10-25,ACTIVE
A0000657,C000779,SAVINGS,2023-06-20,CLOSED
A0000658,C000168,SAVINGS,2024-05-05,ACTIVE
A0000659,C000289,SAVINGS,2022-09-26,ACTIVE
A0000660,C000947,CURRENT,2022-03-10,ACTIVE
A0000661,C000156,DEPOSIT,2020-05-12,ACTIVE
A0000662,C000767,CURRENT,2020-01-21,ACTIVE
A0000663,C000819,SAVINGS,2025-06-03,CLOSED
A0000664,C000946,CURRENT,2022-06-11,ACTIVE
A0000665,C000031,SAVINGS,2026-02-28,CLOSED
A0000666,C000306,DEPOSIT,2021-04-01,ACTIVE
A0000667,C000748,SAVINGS,2020-08-03,ACTIVE
A0000668,C000372,CURRENT,2020-02-06,ACTIVE
A0000669,C000325,SAVINGS,2023-02-20,ACTIVE
A0000670,C000617,DEPOSIT,2025-09-23,ACTIVE
A0000671,C000015,DEPOSIT,2024-02-08,ACTIVE
A0000672,C000012,SAVINGS,2023-03-22,ACTIVE
A0000673,C000517,CURRENT,2025-05-13,ACTIVE
A0000674,C000420,DEPOSIT,2022-08-18,ACTIVE
A0000675,C000663,CURRENT,2020-06-05,ACTIVE
A0000676,C000727,SAVINGS,2023-09-06,ACTIVE
A0000677,C000932,CURRENT,2025-10-22,ACTIVE
A0000678,C000320,CURRENT,2020-02-04,ACTIVE
A0000679,C000544,SAVINGS,2020-07-19,ACTIVE
A0000680,C000995,SAVINGS,2021-02-13,ACTIVE
A0000681,C000784,DEPOSIT,2024-06-02,ACTIVE
A0000682,C000017,DEPOSIT,2023-09-23,CLOSED
A0000683,C000012,CURRENT,2020-08-14,ACTIVE
A0000684,C000121,CURRENT,2025-12-24,ACTIVE
A0000685,C000912,CURRENT,2025-01-13,ACTIVE
A0000686,C000621,SAVINGS,2022-11-30,ACTIVE
A0000687,C000487,CURRENT,2024-06-22,ACTIVE
A0000688,C000651,CURRENT,2023-11-03,ACTIVE
A0000689,C000067,CURRENT,2025-04-27,ACTIVE
A0000690,C000359,CURRENT,2024-12-23,ACTIVE
A0000691,C000625,CURRENT,2026-01-24,CLOSED
A0000692,C000619,SAVINGS,2023-11-24,ACTIVE
A0000693,C000993,SAVINGS,2024-01-09,ACTIVE
A0000694,C000134,CURRENT,2021-01-29,ACTIVE
A0000695,C000390,DEPOSIT,2026-04-18,ACTIVE
A0000696,C000807,SAVINGS,2022-12-31,ACTIVE
A0000697,C000159,CURRENT,2023-06-29,ACTIVE
A0000698,C000852,SAVINGS,2020-02-23,ACTIVE
A0000699,C000344,CURRENT,2025-08-24,CLOSED
A0000700,C000936,CURRENT,2023-08-11,CLOSED
A0000701,C000251,DEPOSIT,2024-10-17,ACTIVE
A0000702,C000340,SAVINGS,2020-05-30,ACTIVE
A0000703,C000302,SAVINGS,2024-02-23,ACTIVE
A0000704,C000313,SAVINGS,2025-09-23,ACTIVE
A0000705,C000483,SAVINGS,2024-12-11,ACTIVE
A0000706,C000546,CURRENT,2020-07-15,ACTIVE
A0000707,C000164,SAVINGS,2025-10-29,ACTIVE
A0000708,C000720,CURRENT,2024-08-27,CLOSED
A0000709,C000799,CURRENT,2021-11-23,CLOSED
A0000710,C000361,CURRENT,2020-02-18,ACTIVE
A0000711,C000587,CURRENT,2024-06-27,ACTIVE
A0000712,C000721,CURRENT,2021-12-05,ACTIVE
A0000713,C000942,DEPOSIT,2024-05-02,ACTIVE
A0000714,C000377,SAVINGS,2020-10-19,ACTIVE
A0000715,C000187,DEPOSIT,2023-04-07,ACTIVE
A0000716,C000156,CURRENT,2024-06-25,ACTIVE
A0000717,C000757,SAVINGS,2022-07-03,CLOSED
A0000718,C000014,CURRENT,2020-03-28,ACTIVE
A0000719,C000566,SAVINGS,2026-05-31,CLOSED
A0000720,C000299,SAVINGS,2022-11-20,ACTIVE
A0000721,C000922,CURRENT,2021-03-09,ACTIVE
A0000722,C000066,SAVINGS,2024-10-24,ACTIVE
A0000723,C000375,SAVINGS,2020-11-04,CLOSED
A0000724,C000939,DEPOSIT,2024-10-22,ACTIVE
A0000725,C000082,SAVINGS,2024-12-10,ACTIVE
A0000726,C000918,SAVINGS,2022-07-06,ACTIVE
A0000727,C000827,CURRENT,2025-07-24,ACTIVE
A0000728,C000899,DEPOSIT,2024-02-03,ACTIVE
A0000729,C000982,SAVINGS,2025-06-03,ACTIVE
A0000730,C000087,DEPOSIT,2021-03-11,ACTIVE
A0000731,C000793,SAVINGS,2020-08-22,ACTIVE
A0000732,C000824,CURRENT,2024-04-05,ACTIVE
A0000733,C000179,SAVINGS,2021-11-28,ACTIVE
A0000734,C000554,SAVINGS,2024-05-08,ACTIVE
A0000735,C000016,SAVINGS,2022-05-30,ACTIVE
A0000736,C000930,SAVINGS,2021-10-27,ACTIVE
A0000737,C000924,CURRENT,2022-06-13,ACTIVE
A0000738,C000930,DEPOSIT,2026-02-16,ACTIVE
A0000739,C000207,CURRENT,2026-04-24,ACTIVE
A0000740,C000910,CURRENT,2022-02-01,ACTIVE
A0000741,C000035,CURRENT,2020-02-15,ACTIVE
A0000742,C000903,SAVINGS,2023-03-08,ACTIVE
A0000743,C000639,DEPOSIT,2024-02-10,ACTIVE
A0000744,C000472,SAVINGS,2023-10-05,ACTIVE
A0000745,C000795,SAVINGS,2021-10-30,ACTIVE
A0000746,C000058,DEPOSIT,2024-04-15,ACTIVE
A0000747,C000018,CURRENT,2026-04-04,CLOSED
A0000748,C000036,SAVINGS,2021-06-18,ACTIVE
A0000749,C000023,DEPOSIT,2022-09-28,ACTIVE
A0000750,C000064,SAVINGS,2026-05-18,CLOSED
A0000751,C000319,CURRENT,2026-05-25,ACTIVE
A0000752,C000763,SAVINGS,2020-03-02,ACTIVE
A0000753,C000861,SAVINGS,2021-01-26,ACTIVE
A0000754,C000638,DEPOSIT,2024-02-10,ACTIVE
A0000755,C000925,DEPOSIT,2022-02-20,ACTIVE
A0000756,C000872,CURRENT,2020-04-20,CLOSED
A0000757,C000501,CURRENT,2022-05-06,ACTIVE
A0000758,C000027,CURRENT,2024-09-21,ACTIVE
A0000759,C000525,DEPOSIT,2025-05-04,ACTIVE
A0000760,C000517,CURRENT,2022-02-04,CLOSED
A0000761,C000327,DEPOSIT,2021-02-13,ACTIVE
A0000762,C000390,SAVINGS,2023-10-10,ACTIVE
A0000763,C000185,CURRENT,2021-11-19,CLOSED
A0000764,C000876,DEPOSIT,2021-01-05,ACTIVE
A0000765,C000618,DEPOSIT,2026-05-12,ACTIVE
A0000766,C000944,DEPOSIT,2020-03-22,ACTIVE
A0000767,C000091,DEPOSIT,2025-10-14,CLOSED
A0000768,C000372,SAVINGS,2025-08-19,ACTIVE
A0000769,C000094,CURRENT,2023-12-25,CLOSED
A0000770,C000960,SAVINGS,2020-07-22,ACTIVE
A0000771,C000230,SAVINGS,2024-06-12,ACTIVE
A0000772,C000613,CURRENT,2025-05-16,ACTIVE
A0000773,C000248,DEPOSIT,2022-03-25,CLOSED
A0000774,C000643,SAVINGS,2023-02-16,ACTIVE
A0000775,C000555,DEPOSIT,2020-06-08,CLOSED
A0000776,C000020,SAVINGS,2020-02-25,ACTIVE
A0000777,C000493,DEPOSIT,2025-02-22,CLOSED
A0000778,C000692,DEPOSIT,2020-03-01,ACTIVE
A0000779,C000592,SAVINGS,2020-12-21,ACTIVE
A0000780,C000503,DEPOSIT,2024-05-26,ACTIVE
A0000781,C000865,DEPOSIT,2021-06-23,ACTIVE
A0000782,C000942,DEPOSIT,2026-04-16,ACTIVE
A0000783,C000646,SAVINGS,2020-08-21,ACTIVE
A0000784,C000722,DEPOSIT,2022-07-30,ACTIVE
A0000785,C000606,CURRENT,2024-01-17,CLOSED
A0000786,C000140,SAVINGS,2026-03-10,ACTIVE
A0000787,C000209,SAVINGS,2024-03-27,ACTIVE
A0000788,C000421,SAVINGS,2020-02-08,ACTIVE
A0000789,C000678,DEPOSIT,2021-02-11,ACTIVE
A0000790,C000069,CURRENT,2020-05-23,ACTIVE
A0000791,C000038,DEPOSIT,2026-06-10,ACTIVE
A0000792,C000492,CURRENT,2025-06-25,ACTIVE
A0000793,C000507,SAVINGS,2026-03-13,ACTIVE
A0000794,C000069,DEPOSIT,2021-09-05,ACTIVE
A0000795,C000292,CURRENT,2024-07-01,ACTIVE
A0000796,C000522,DEPOSIT,2023-07-11,CLOSED
A0000797,C000950,SAVINGS,2026-03-02,ACTIVE
A0000798,C000474,SAVINGS,2024-11-24,ACTIVE
A0000799,C000310,CURRENT,2026-03-27,ACTIVE
A0000800,C000132,SAVINGS,2023-10-12,ACTIVE
A0000801,C000993,SAVINGS,2025-05-01,CLOSED
A0000802,C000308,DEPOSIT,2026-01-07,ACTIVE
A0000803,C000244,CURRENT,2026-03-06,ACTIVE
A0000804,C000219,DEPOSIT,2023-11-30,ACTIVE
A0000805,C000224,CURRENT,2024-08-29,ACTIVE
A0000806,C000231,CURRENT,2021-11-22,ACTIVE
A0000807,C000897,CURRENT,2020-12-26,CLOSED
A0000808,C000687,CURRENT,2021-04-10,ACTIVE
A0000809,C000722,SAVINGS,2024-03-05,ACTIVE
A0000810,C000499,DEPOSIT,2023-05-10,CLOSED
A0000811,C000299,DEPOSIT,2023-06-18,ACTIVE
A0000812,C000921,CURRENT,2022-05-11,ACTIVE
A0000813,C000633,DEPOSIT,2022-08-24,ACTIVE
A0000814,C000653,SAVINGS,2020-07-03,ACTIVE
A0000815,C000432,SAVINGS,2025-12-26,ACTIVE
A0000816,C000393,CURRENT,2020-02-18,ACTIVE
A0000817,C000406,CURRENT,2023-02-20,ACTIVE
A0000818,C000198,CURRENT,2025-08-05,ACTIVE
A0000819,C000944,SAVINGS,2023-01-05,ACTIVE
A0000820,C000934,CURRENT,2020-08-04,ACTIVE
A0000821,C000374,DEPOSIT,2020-10-19,ACTIVE
A0000822,C000605,DEPOSIT,2021-12-06,ACTIVE
A0000823,C000980,SAVINGS,2024-10-21,ACTIVE
A0000824,C000014,SAVINGS,2023-09-18,ACTIVE
A0000825,C000726,CURRENT,2025-01-17,ACTIVE
A0000826,C000498,SAVINGS,2020-05-02,ACTIVE
A0000827,C000629,CURRENT,2023-05-04,CLOSED
A0000828,C000324,DEPOSIT,2025-06-11,ACTIVE
A0000829,C000446,SAVINGS,2023-01-12,CLOSED
A0000830,C000256,SAVINGS,2020-10-24,ACTIVE
A0000831,C000399,CURRENT,2022-09-03,ACTIVE
A0000832,C000470,CURRENT,2023-03-04,ACTIVE
A0000833,C000494,DEPOSIT,2021-11-10,CLOSED
A0000834,C000735,SAVINGS,2023-10-12,ACTIVE
A0000835,C000623,CURRENT,2021-02-19,ACTIVE
A0000836,C000689,CURRENT,2023-12-04,ACTIVE
A0000837,C000921,CURRENT,2022-03-27,ACTIVE
A0000838,C000270,SAVINGS,2021-04-09,ACTIVE
A0000839,C000890,SAVINGS,2025-02-25,ACTIVE
A0000840,C000368,SAVINGS,2023-07-07,ACTIVE
A0000841,C000635,DEPOSIT,2023-03-30,ACTIVE
A0000842,C000654,DEPOSIT,2021-07-06,ACTIVE
A0000843,C000302,SAVINGS,2023-04-18,ACTIVE
A0000844,C000337,SAVINGS,2020-05-29,ACTIVE
A0000845,C000685,DEPOSIT,2020-07-13,ACTIVE
A0000846,C000155,DEPOSIT,2022-12-16,CLOSED
A0000847,C000986,DEPOSIT,2020-09-23,ACTIVE
A0000848,C000504,CURRENT,2025-08-05,ACTIVE
A0000849,C000682,CURRENT,2021-09-29,ACTIVE
A0000850,C000549,CURRENT,2021-09-15,ACTIVE
A0000851,C000283,DEPOSIT,2020-09-26,ACTIVE
A0000852,C000636,SAVINGS,2020-03-26,ACTIVE
A0000853,C000676,SAVINGS,2020-12-27,CLOSED
A0000854,C000752,DEPOSIT,2025-04-07,ACTIVE
A0000855,C000691,CURRENT,2022-05-03,ACTIVE
A0000856,C000698,DEPOSIT,2021-01-11,ACTIVE
A0000857,C000501,SAVINGS,2021-06-03,ACTIVE
A0000858,C000513,CURRENT,2020-10-13,ACTIVE
A0000859,C000334,CURRENT,2025-03-03,ACTIVE
A0000860,C000600,SAVINGS,2023-06-14,ACTIVE
A0000861,C000422,CURRENT,2021-10-24,ACTIVE
A0000862,C000264,DEPOSIT,2024-06-02,CLOSED
A0000863,C000826,DEPOSIT,2025-07-23,ACTIVE
A0000864,C000813,CURRENT,2022-07-23,ACTIVE
A0000865,C000894,SAVINGS,2024-12-13,ACTIVE
A0000866,C000700,SAVINGS,2023-12-09,CLOSED
A0000867,C000651,SAVINGS,2024-10-17,ACTIVE
A0000868,C000717,SAVINGS,2022-11-25,ACTIVE
A0000869,C000818,SAVINGS,2021-06-23,ACTIVE
A0000870,C000873,CURRENT,2021-09-14,ACTIVE
A0000871,C000245,CURRENT,2020-11-01,ACTIVE
A0000872,C000196,CURRENT,2025-03-28,ACTIVE
A0000873,C000280,DEPOSIT,2023-01-24,ACTIVE
A0000874,C000043,CURRENT,2025-08-29,ACTIVE
A0000875,C000652,DEPOSIT,2021-04-02,ACTIVE
A0000876,C000784,CURRENT,2021-05-14,ACTIVE
A0000877,C000589,DEPOSIT,2025-11-16,ACTIVE
A0000878,C000617,DEPOSIT,2025-11-09,ACTIVE
A0000879,C000352,DEPOSIT,2023-12-18,ACTIVE
A0000880,C000846,SAVINGS,2021-07-29,ACTIVE
A0000881,C000516,DEPOSIT,2021-07-19,ACTIVE
A0000882,C000845,SAVINGS,2023-07-09,ACTIVE
A0000883,C000477,CURRENT,2020-09-28,CLOSED
A0000884,C000343,SAVINGS,2024-01-22,ACTIVE
A0000885,C000382,DEPOSIT,2022-05-27,ACTIVE
A0000886,C000150,SAVINGS,2021-03-14,CLOSED
A0000887,C000489,SAVINGS,2023-03-30,ACTIVE
A0000888,C000221,DEPOSIT,2020-04-13,CLOSED
A0000889,C000679,CURRENT,2020-10-18,ACTIVE
A0000890,C000783,DEPOSIT,2022-06-27,ACTIVE
A0000891,C000117,CURRENT,2020-04-27,ACTIVE
A0000892,C000161,DEPOSIT,2021-02-11,ACTIVE
A0000893,C000713,SAVINGS,2024-12-30,ACTIVE
A0000894,C000920,DEPOSIT,2024-08-01,ACTIVE
A0000895,C000893,SAVINGS,2023-04-12,ACTIVE
A0000896,C000063,CURRENT,2026-05-14,ACTIVE
A0000897,C000285,CURRENT,2020-08-22,ACTIVE
A0000898,C000561,CURRENT,2022-07-01,ACTIVE
A0000899,C000816,CURRENT,2025-08-31,CLOSED
A0000900,C000022,SAVINGS,2020-07-14,CLOSED
A0000901,C000442,SAVINGS,2022-01-23,ACTIVE
A0000902,C000278,SAVINGS,2025-09-02,ACTIVE
A0000903,C000004,SAVINGS,2023-12-29,ACTIVE
A0000904,C000883,DEPOSIT,2025-10-25,ACTIVE
A0000905,C000469,CURRENT,2025-10-01,CLOSED
A0000906,C000085,SAVINGS,2023-07-22,ACTIVE
A0000907,C000700,DEPOSIT,2024-01-21,ACTIVE
A0000908,C000587,CURRENT,2024-09-25,CLOSED
A0000909,C000740,CURRENT,2024-01-26,ACTIVE
A0000910,C000468,SAVINGS,2022-02-14,CLOSED
A0000911,C000530,DEPOSIT,2025-10-22,ACTIVE
A0000912,C000314,DEPOSIT,2025-03-29,ACTIVE
A0000913,C000126,CURRENT,2024-07-22,ACTIVE
A0000914,C000624,DEPOSIT,2023-03-24,ACTIVE
A0000915,C000844,CURRENT,2020-11-16,CLOSED
A0000916,C000775,SAVINGS,2023-06-11,ACTIVE
A0000917,C000188,CURRENT,2022-10-08,ACTIVE
A0000918,C000197,CURRENT,2022-10-21,ACTIVE
A0000919,C000106,DEPOSIT,2022-08-15,ACTIVE
A0000920,C000883,CURRENT,2020-11-20,ACTIVE
A0000921,C000219,CURRENT,2024-05-10,ACTIVE
A0000922,C000033,SAVINGS,2023-03-03,CLOSED
A0000923,C000794,SAVINGS,2023-06-16,ACTIVE
A0000924,C000496,CURRENT,2025-04-04,ACTIVE
A0000925,C000749,CURRENT,2023-04-21,ACTIVE
A0000926,C000860,CURRENT,2022-07-17,ACTIVE
A0000927,C000793,DEPOSIT,2024-06-25,ACTIVE
A0000928,C000365,CURRENT,2021-06-16,ACTIVE
A0000929,C000730,DEPOSIT,2022-01-25,ACTIVE
A0000930,C000744,CURRENT,2024-06-27,ACTIVE
A0000931,C000992,CURRENT,2024-09-25,ACTIVE
A0000932,C000233,DEPOSIT,2026-02-18,ACTIVE
A0000933,C000604,SAVINGS,2020-05-11,ACTIVE
A0000934,C000773,CURRENT,2020-07-30,ACTIVE
A0000935,C000792,DEPOSIT,2020-08-12,ACTIVE
