transaction_id,account_id,transaction_date,transaction_type,amount
T00004585,A0001402,2026-05-03,TRANSFER,2349000.0
T00004586,A0000435,2025-07-02,DEPOSIT,4247000.0
T00004587,A0001589,2026-01-31,DEPOSIT,2051000.0
T00004588,A0001435,2025-01-20,DEPOSIT,2875000.0
T00004589,A0000117,2026-04-01,TRANSFER,2262000.0
T00004590,A0000768,2025-03-24,DEPOSIT,2014000.0
T00004591,A0000555,2025-04-18,TRANSFER,2077000.0
T00004592,A0000933,2025-07-17,WITHDRAWAL,95000.0
T00004593,A0000306,2025-12-27,TRANSFER,341000.0
T00004594,A0000518,2025-09-09,DEPOSIT,4609000.0
T00004595,A0001557,2025-04-04,TRANSFER,3119000.0
T00004596,A0000311,2026-08-27,TRANSFER,1691000.0
T00004597,A0001759,2026-07-24,DEPOSIT,3141000.0
T00004598,A0000303,2025-12-11,WITHDRAWAL,439000.0
T00004599,A0000024,2025-11-23,DEPOSIT,74000.0
T00004600,A0000425,2025-02-16,TRANSFER,1025000.0
T00004601,A0000698,2025-12-19,TRANSFER,4000.0
T00004602,A0000036,2026-01-09,WITHDRAWAL,563000.0
T00004603,A0001455,2025-11-01,DEPOSIT,1870000.0
T00004604,A0000506,2025-03-13,WITHDRAWAL,329000.0
T00004605,A0000615,2026-05-17,DEPOSIT,1533000.0
T00004606,A0000526,2026-05-21,WITHDRAWAL,2255000.0
T00004607,A0000673,2026-08-17,TRANSFER,1687000.0
T00004608,A0001459,2025-04-08,TRANSFER,1463000.0
T00004609,A0000922,2026-03-17,WITHDRAWAL,2060000.0
T00004610,A0000766,2026-05-10,TRANSFER,3303000.0
T00004611,A0000476,2026-06-08,WITHDRAWAL,293000.0
T00004612,A0001391,2026-07-06,WITHDRAWAL,1716000.0
T00004613,A0000233,2026-03-11,WITHDRAWAL,4507000.0
T00004614,A0001717,2026-06-22,TRANSFER,3654000.0
T00004615,A0000485,2025-07-13,TRANSFER,4597000.0
T00004616,A0001507,2026-05-11,TRANSFER,1544000.0
T00004617,A0000200,2026-01-16,DEPOSIT,1327000.0
T00004618,A0001336,2025-01-04,DEPOSIT,711000.0
T00004619,A0001322,2025-12-04,TRANSFER,4954000.0
T00004620,A0000506,2025-11-30,DEPOSIT,4947000.0
T00004621,A0001397,2025-03-10,WITHDRAWAL,3532000.0
T00004622,A0000322,2025-07-31,DEPOSIT,2368000.0
T00004623,A0000570,2025-10-03,TRANSFER,3834000.0
T00004624,A0001052,2026-02-01,DEPOSIT,1692000.0
T00004625,A0001308,2025-05-25,DEPOSIT,4938000.0
T00004626,A0001693,2025-12-20,WITHDRAWAL,128000.0
T00004627,A0000676,2025-10-17,WITHDRAWAL,3571000.0
T00004628,A0000660,2026-07-15,DEPOSIT,2867000.0
T00004629,A0001487,2025-11-10,TRANSFER,1037000.0
T00004630,A0001409,2025-02-10,WITHDRAWAL,2168000.0
T00004631,A0000090,2025-12-27,WITHDRAWAL,483000.0
T00004632,A0000166,2026-02-27,DEPOSIT,80000.0
T00004633,A0001535,2025-08-31,TRANSFER,2862000.0
T00004634,A0001049,2025-05-27,TRANSFER,3733000.0
T00004635,A0000668,2025-02-07,TRANSFER,1055000.0
T00004636,A0000996,2025-05-12,WITHDRAWAL,2593000.0
T00004637,A0000963,2026-03-20,DEPOSIT,4901000.0
T00004638,A0001502,2026-06-13,DEPOSIT,3252000.0
T00004639,A0000062,2026-03-09,DEPOSIT,778000.0
T00004640,A0001383,2026-08-27,DEPOSIT,4321000.0
T00004641,A0000711,2025-11-22,WITHDRAWAL,919000.0
T00004642,A0001422,2025-11-06,DEPOSIT,338000.0
T00004643,A0000301,2026-08-21,DEPOSIT,2475000.0
T00004644,A0001311,2025-03-01,WITHDRAWAL,774000.0
T00004645,A0000865,2025-10-18,WITHDRAWAL,369000.0
T00004646,A0001565,2025-11-11,WITHDRAWAL,959000.0
T00004647,A0001465,2025-08-21,DEPOSIT,1615000.0
T00004648,A0000401,2026-05-18,WITHDRAWAL,3144000.0
T00004649,A0001507,2026-07-27,TRANSFER,3203000.0
T00004650,A0001524,2025-01-30,TRANSFER,2031000.0
T00004651,A0000479,2025-06-18,DEPOSIT,4705000.0
T00004652,A0000589,2025-01-19,TRANSFER,1651000.0
T00004653,A0000873,2026-03-31,WITHDRAWAL,3740000.0
T00004654,A0000539,2026-01-22,DEPOSIT,1707000.0
T00004655,A0000397,2026-08-20,DEPOSIT,4851000.0
T00004656,A0001241,2025-08-25,TRANSFER,1692000.0
T00004657,A0001373,2026-05-30,DEPOSIT,1358000.0
T00004658,A0000596,2025-04-02,DEPOSIT,1190000.0
T00004659,A0000762,2025-06-05,DEPOSIT,2767000.0
T00004660,A0000074,2026-07-05,DEPOSIT,3450000.0
T00004661,A0001532,2026-01-22,DEPOSIT,3935000.0
T00004662,A0000547,2025-09-11,TRANSFER,3621000.0
T00004663,A0000716,2026-04-29,TRANSFER,3344000.0
T00004664,A0000304,2025-07-02,DEPOSIT,72000.0
T00004665,A0000780,2025-12-15,TRANSFER,4436000.0
T00004666,A0000893,2025-02-02,TRANSFER,709000.0
T00004667,A0001531,2026-05-04,WITHDRAWAL,4372000.0
T00004668,A0000458,2026-03-09,TRANSFER,3059000.0
T00004669,A0001737,2025-06-04,WITHDRAWAL,3015000.0
T00004670,A0000336,2026-08-17,TRANSFER,258000.0
T00004671,A0000071,2026-06-12,TRANSFER,2561000.0
T00004672,A0001458,2026-06-10,TRANSFER,719000.0
T00004673,A0000736,2025-09-26,WITHDRAWAL,4957000.0
T00004674,A0000130,2026-01-10,DEPOSIT,40000.0
T00004675,A0000203,2026-08-26,TRANSFER,362000.0
T00004676,A0001038,2025-08-14,DEPOSIT,2653000.0
T00004677,A0001373,2025-10-06,TRANSFER,3322000.0
T00004678,A0001457,2025-10-24,WITHDRAWAL,2068000.0
T00004679,A0001693,2026-04-29,DEPOSIT,3900000.0
T00004680,A0001655,2026-08-05,WITHDRAWAL,3413000.0
T00004681,A0001648,2026-06-01,WITHDRAWAL,3543000.0
T00004682,A0001209,2025-01-04,DEPOSIT,2419000.0
T00004683,A0000702,2025-08-15,DEPOSIT,1281000.0
T00004684,A0001059,2025-07-23,WITHDRAWAL,300000.0
T00004685,A0001570,2025-04-10,WITHDRAWAL,4495000.0
T00004686,A0000520,2026-05-03,WITHDRAWAL,1053000.0
T00004687,A0000775,2026-01-06,TRANSFER,2433000.0
T00004688,A0001664,2026-02-10,DEPOSIT,1140000.0
T00004689,A0001103,2025-11-03,TRANSFER,4123000.0
T00004690,A0000970,2025-01-21,TRANSFER,4047000.0
T00004691,A0001291,2026-01-20,DEPOSIT,491000.0
T00004692,A0000735,2026-08-16,TRANSFER,3317000.0
T00004693,A0000719,2025-11-16,DEPOSIT,4056000.0
T00004694,A0000125,2026-04-11,TRANSFER,1883000.0
T00004695,A0000956,2026-07-31,TRANSFER,609000.0
T00004696,A0000428,2025-06-15,DEPOSIT,3600000.0
T00004697,A0000616,2025-03-24,DEPOSIT,3960000.0
T00004698,A0000382,2026-03-26,DEPOSIT,25000.0
T00004699,A0001643,2026-03-25,WITHDRAWAL,4715000.0
T00004700,A0001180,2026-07-08,TRANSFER,3688000.0
T00004701,A0001593,2026-01-18,WITHDRAWAL,3721000.0
T00004702,A0001012,2026-06-01,TRANSFER,2000000.0
T00004703,A0000317,2026-04-18,TRANSFER,3288000.0
T00004704,A0000823,2026-08-08,TRANSFER,2952000.0
T00004705,A0000670,2025-08-11,DEPOSIT,108000.0
T00004706,A0000416,2026-01-30,DEPOSIT,2871000.0
T00004707,A0000012,2025-02-28,TRANSFER,674000.0
T00004708,A0001064,2025-07-29,TRANSFER,4785000.0
T00004709,A0001593,2025-10-05,DEPOSIT,2291000.0
T00004710,A0001759,2025-10-29,WITHDRAWAL,3654000.0
T00004711,A0000609,2026-07-23,WITHDRAWAL,2067000.0
T00004712,A0000965,2026-02-09,DEPOSIT,4877000.0
T00004713,A0001516,2026-05-04,WITHDRAWAL,3558000.0
T00004714,A0000833,2025-06-23,TRANSFER,2489000.0
T00004715,A0000273,2025-12-03,DEPOSIT,3187000.0
T00004716,A0001228,2025-04-14,WITHDRAWAL,4004000.0
T00004717,A0001360,2025-03-18,TRANSFER,3853000.0
T00004718,A0001573,2025-01-11,TRANSFER,2371000.0
T00004719,A0001787,2026-04-01,TRANSFER,523000.0
T00004720,A0000695,2026-06-08,DEPOSIT,4844000.0
T00004721,A0001771,2026-08-07,TRANSFER,2765000.0
T00004722,A0000306,2025-01-21,TRANSFER,2846000.0
T00004723,A0000041,2026-03-01,WITHDRAWAL,4163000.0
T00004724,A0001220,2025-12-11,TRANSFER,3903000.0
T00004725,A0000105,2026-02-25,WITHDRAWAL,577000.0
T00004726,A0000961,2026-05-13,DEPOSIT,4009000.0
T00004727,A0000390,2025-03-08,WITHDRAWAL,2546000.0
T00004728,A0001018,2026-03-20,DEPOSIT,1019000.0
T00004729,A0001483,2026-07-16,WITHDRAWAL,2014000.0
T00004730,A0001414,2025-04-12,TRANSFER,438000.0
T00004731,A0001489,2026-08-08,WITHDRAWAL,89000.0
T00004732,A0001160,2026-08-28,WITHDRAWAL,4044000.0
T00004733,A0000163,2025-03-29,DEPOSIT,1051000.0
T00004734,A0000721,2025-08-25,DEPOSIT,3792000.0
T00004735,A0000628,2026-02-10,WITHDRAWAL,580000.0
T00004736,A0000047,2026-08-15,WITHDRAWAL,1938000.0
T00004737,A0001322,2026-02-07,TRANSFER,2879000.0
T00004738,A0001563,2025-11-10,TRANSFER,3472000.0
T00004739,A0000051,2025-02-07,DEPOSIT,595000.0
T00004740,A0000196,2026-07-14,DEPOSIT,3321000.0
T00004741,A0001628,2026-02-02,TRANSFER,1968000.0
T00004742,A0001322,2026-06-29,DEPOSIT,1995000.0
T00004743,A0001631,2025-07-12,DEPOSIT,498000.0
T00004744,A0000974,2026-02-22,DEPOSIT,2327000.0
T00004745,A0001429,2026-08-22,WITHDRAWAL,3211000.0
T00004746,A0000739,2026-03-01,TRANSFER,4093000.0
T00004747,A0001081,2026-08-20,TRANSFER,701000.0
T00004748,A0001763,2026-05-24,WITHDRAWAL,4528000.0
T00004749,A0000733,2025-03-25,TRANSFER,2827000.0
T00004750,A0000269,2026-02-21,DEPOSIT,4021000.0
T00004751,A0001146,2026-07-29,TRANSFER,3084000.0
T00004752,A0000905,2025-04-27,DEPOSIT,1271000.0
T00004753,A0001563,2026-07-01,DEPOSIT,2351000.0
T00004754,A0000119,2025-04-09,TRANSFER,2680000.0
T00004755,A0000878,2026-08-18,WITHDRAWAL,1614000.0
T00004756,A0001413,2025-05-10,WITHDRAWAL,3091000.0
T00004757,A0001317,2025-05-04,TRANSFER,4848000.0
T00004758,A0000574,2025-09-14,DEPOSIT,2677000.0
T00004759,A0001560,2026-08-06,TRANSFER,4403000.0
T00004760,A0000346,2026-04-16,DEPOSIT,385000.0
T00004761,A0000213,2025-12-30,TRANSFER,436000.0
T00004762,A0000124,2025-07-25,WITHDRAWAL,1166000.0
T00004763,A0000016,2025-09-29,TRANSFER,1513000.0
T00004764,A0000893,2025-06-30,WITHDRAWAL,3824000.0
T00004765,A0001376,2026-04-24,TRANSFER,815000.0
T00004766,A0001621,2025-08-20,DEPOSIT,2060000.0
T00004767,A0001283,2026-06-04,DEPOSIT,3454000.0
T00004768,A0000743,2026-02-04,DEPOSIT,2727000.0
T00004769,A0001739,2025-08-09,DEPOSIT,2382000.0
T00004770,A0001217,2026-03-01,DEPOSIT,2106000.0
T00004771,A0001451,2026-06-16,WITHDRAWAL,4771000.0
T00004772,A0000422,2025-01-17,TRANSFER,2150000.0
T00004773,A0001361,2026-07-09,WITHDRAWAL,4653000.0
T00004774,A0000381,2026-04-13,WITHDRAWAL,1830000.0
T00004775,A0000233,2026-08-19,WITHDRAWAL,1756000.0
T00004776,A0000393,2026-07-07,TRANSFER,2133000.0
T00004777,A0000701,2025-05-12,WITHDRAWAL,4892000.0
T00004778,A0001736,2025-06-15,DEPOSIT,4197000.0
T00004779,A0000358,2025-01-30,WITHDRAWAL,4896000.0
T00004780,A0000688,2026-04-07,WITHDRAWAL,201000.0
T00004781,A0000250,2026-03-12,WITHDRAWAL,1040000.0
T00004782,A0001448,2025-08-21,WITHDRAWAL,3536000.0
T00004783,A0000335,2025-12-26,WITHDRAWAL,1339000.0
T00004784,A0001260,2025-02-19,WITHDRAWAL,3520000.0
T00004785,A0000592,2026-05-24,TRANSFER,66000.0
T00004786,A0001093,2026-04-16,TRANSFER,1906000.0
T00004787,A0000789,2026-04-12,DEPOSIT,4987000.0
T00004788,A0001680,2026-07-21,WITHDRAWAL,1242000.0
T00004789,A0000708,2026-03-21,TRANSFER,4711000.0
T00004790,A0000562,2026-03-19,TRANSFER,4696000.0
T00004791,A0001202,2026-05-25,WITHDRAWAL,3036000.0
T00004792,A0001798,2026-02-22,TRANSFER,14000.0
T00004793,A0000596,2025-09-28,WITHDRAWAL,4629000.0
T00004794,A0000933,2026-03-05,DEPOSIT,618000.0
T00004795,A0001043,2025-08-29,WITHDRAWAL,3837000.0
T00004796,A0000008,2026-08-17,WITHDRAWAL,15000.0
T00004797,A0000433,2026-06-26,WITHDRAWAL,2975000.0
T00004798,A0001038,2026-08-11,DEPOSIT,4952000.0
T00004799,A0000132,2026-03-19,WITHDRAWAL,2892000.0
T00004800,A0001012,2025-02-07,TRANSFER,3607000.0
T00004801,A0001789,2025-06-28,WITHDRAWAL,4956000.0
T00004802,A0001732,2025-12-24,WITHDRAWAL,959000.0
T00004803,A0001479,2026-03-03,TRANSFER,4232000.0
T00004804,A0001116,2026-01-20,DEPOSIT,4817000.0
T00004805,A0000038,2025-05-25,WITHDRAWAL,4751000.0
T00004806,A0000646,2025-04-06,TRANSFER,2607000.0
T00004807,A0001536,2025-02-15,WITHDRAWAL,82000.0
T00004808,A0001364,2025-03-02,WITHDRAWAL,2658000.0
T00004809,A0001390,2026-06-23,WITHDRAWAL,3867000.0
T00004810,A0000920,2025-12-04,DEPOSIT,2311000.0
T00004811,A0000145,2025-03-05,DEPOSIT,1954000.0
T00004812,A0000250,2026-03-17,DEPOSIT,3185000.0
T00004813,A0001417,2025-08-09,WITHDRAWAL,3920000.0
T00004814,A0000977,2025-11-20,TRANSFER,2335000.0
T00004815,A0001079,2025-08-18,WITHDRAWAL,4181000.0
T00004816,A0000801,2025-02-02,WITHDRAWAL,1954000.0
T00004817,A0001398,2025-07-04,DEPOSIT,402000.0
T00004818,A0001318,2025-11-01,TRANSFER,4067000.0
T00004819,A0001481,2025-05-05,TRANSFER,3779000.0
T00004820,A0000180,2025-12-22,WITHDRAWAL,164000.0
T00004821,A0000720,2025-01-29,WITHDRAWAL,2294000.0
T00004822,A0001677,2025-08-10,WITHDRAWAL,4764000.0
T00004823,A0000499,2025-02-18,TRANSFER,3623000.0
T00004824,A0000397,2025-01-07,DEPOSIT,2284000.0
T00004825,A0001730,2026-03-05,WITHDRAWAL,4201000.0
T00004826,A0000843,2026-07-17,DEPOSIT,3615000.0
T00004827,A0001433,2026-04-28,WITHDRAWAL,1918000.0
T00004828,A0000275,2025-10-24,DEPOSIT,4289000.0
T00004829,A0000530,2026-08-18,TRANSFER,3963000.0
T00004830,A0001454,2025-01-07,DEPOSIT,2599000.0
T00004831,A0000552,2025-02-24,DEPOSIT,412000.0
T00004832,A0000977,2026-08-10,WITHDRAWAL,4597000.0
T00004833,A0000356,2025-12-30,DEPOSIT,216000.0
T00004834,A0000521,2025-01-25,TRANSFER,1910000.0
T00004835,A0000918,2025-10-12,WITHDRAWAL,2116000.0
T00004836,A0000365,2026-05-04,TRANSFER,2948000.0
T00004837,A0000254,2026-04-18,TRANSFER,3594000.0
T00004838,A0000537,2026-07-13,DEPOSIT,4867000.0
T00004839,A0000059,2025-09-01,WITHDRAWAL,2150000.0
T00004840,A0001698,2025-08-17,DEPOSIT,2896000.0
T00004841,A0001523,2025-09-16,WITHDRAWAL,2027000.0
T00004842,A0000542,2025-09-25,DEPOSIT,4916000.0
T00004843,A0001542,2026-07-08,WITHDRAWAL,4010000.0
T00004844,A0001438,2026-05-16,DEPOSIT,2004000.0
T00004845,A0001186,2025-03-18,WITHDRAWAL,4256000.0
T00004846,A0001094,2026-04-16,TRANSFER,3745000.0
T00004847,A0000632,2026-08-23,WITHDRAWAL,2055000.0
T00004848,A0000953,2025-03-14,WITHDRAWAL,4562000.0
T00004849,A0000797,2025-11-23,DEPOSIT,629000.0
T00004850,A0000541,2025-07-31,WITHDRAWAL,4714000.0
T00004851,A0000810,2025-06-14,WITHDRAWAL,3340000.0
T00004852,A0001250,2025-09-15,WITHDRAWAL,2361000.0
T00004853,A0001465,2026-01-03,DEPOSIT,3892000.0
T00004854,A0000621,2026-03-27,DEPOSIT,461000.0
T00004855,A0001066,2025-04-05,TRANSFER,766000.0
T00004856,A0001354,2025-02-15,DEPOSIT,3798000.0
T00004857,A0000847,2025-06-12,WITHDRAWAL,93000.0
T00004858,A0000915,2026-08-01,DEPOSIT,2714000.0
T00004859,A0000958,2026-04-01,DEPOSIT,656000.0
T00004860,A0001658,2025-02-24,WITHDRAWAL,1308000.0
T00004861,A0001002,2025-11-30,TRANSFER,2901000.0
T00004862,A0001731,2025-07-24,WITHDRAWAL,4155000.0
T00004863,A0001791,2025-11-29,WITHDRAWAL,4821000.0
T00004864,A0001386,2025-01-09,DEPOSIT,4122000.0
T00004865,A0000521,2025-07-17,DEPOSIT,2914000.0
T00004866,A0000645,2025-12-20,TRANSFER,3694000.0
T00004867,A0000004,2026-02-27,WITHDRAWAL,1945000.0
T00004868,A0001217,2025-07-22,TRANSFER,3658000.0
T00004869,A0000444,2025-11-27,TRANSFER,458000.0
T00004870,A0000766,2025-01-02,TRANSFER,2707000.0
T00004871,A0000468,2025-04-15,DEPOSIT,3603000.0
T00004872,A0000769,2026-04-09,DEPOSIT,1877000.0
T00004873,A0001180,2026-08-06,TRANSFER,851000.0
T00004874,A0000554,2026-06-27,WITHDRAWAL,4494000.0
T00004875,A0000502,2026-07-07,TRANSFER,4572000.0
T00004876,A0000537,2025-01-16,DEPOSIT,1335000.0
T00004877,A0000777,2025-12-15,WITHDRAWAL,4513000.0
T00004878,A0000144,2025-05-15,WITHDRAWAL,323000.0
T00004879,A0000216,2026-08-20,DEPOSIT,753000.0
T00004880,A0000583,2025-10-01,TRANSFER,4034000.0
T00004881,A0000501,2025-11-06,DEPOSIT,2197000.0
T00004882,A0000197,2025-08-02,TRANSFER,262000.0
T00004883,A0001155,2026-02-01,WITHDRAWAL,4399000.0
T00004884,A0000109,2026-04-28,TRANSFER,2630000.0
T00004885,A0001469,2026-02-07,WITHDRAWAL,577000.0
T00004886,A0001048,2025-12-09,TRANSFER,4746000.0
T00004887,A0000974,2025-05-30,DEPOSIT,1863000.0
T00004888,A0001795,2025-10-30,WITHDRAWAL,1204000.0
T00004889,A0001137,2026-02-14,WITHDRAWAL,170000.0
T00004890,A0001126,2026-08-05,TRANSFER,2658000.0
T00004891,A0000545,2025-05-23,DEPOSIT,3636000.0
T00004892,A0000857,2026-03-13,WITHDRAWAL,2778000.0
T00004893,A0001111,2025-04-19,WITHDRAWAL,4373000.0
T00004894,A0001190,2025-07-27,TRANSFER,4388000.0
T00004895,A0000527,2025-06-29,WITHDRAWAL,3664000.0
T00004896,A0000449,2025-06-07,WITHDRAWAL,2299000.0
T00004897,A0001278,2025-12-30,DEPOSIT,4707000.0
T00004898,A0001566,2026-05-24,DEPOSIT,3076000.0
T00004899,A0000553,2026-03-16,WITHDRAWAL,76000.0
T00004900,A0000947,2026-02-09,TRANSFER,3522000.0
T00004901,A0001414,2025-12-13,DEPOSIT,1497000.0
T00004902,A0001644,2025-06-20,TRANSFER,3835000.0
T00004903,A0000302,2025-11-20,DEPOSIT,3820000.0
T00004904,A0001527,2025-01-26,WITHDRAWAL,4551000.0
T00004905,A0000833,2026-06-21,DEPOSIT,2800000.0
T00004906,A0000654,2025-04-15,DEPOSIT,3360000.0
T00004907,A0000096,2025-01-06,TRANSFER,3479000.0
T00004908,A0000761,2025-11-18,WITHDRAWAL,1756000.0
T00004909,A0000999,2026-08-08,DEPOSIT,529000.0
T00004910,A0001079,2025-09-09,DEPOSIT,4817000.0
T00004911,A0001274,2026-02-01,DEPOSIT,4426000.0
T00004912,A0000704,2026-05-25,TRANSFER,504000.0
T00004913,A0001403,2025-11-05,DEPOSIT,1854000.0
T00004914,A0000128,2026-07-11,WITHDRAWAL,3497000.0
T00004915,A0001177,2026-08-25,TRANSFER,980000.0
T00004916,A0001691,2026-01-02,TRANSFER,3644000.0
T00004917,A0001200,2025-12-08,TRANSFER,3493000.0
T00004918,A0001591,2025-04-01,TRANSFER,1186000.0
T00004919,A0000316,2025-09-22,WITHDRAWAL,4894000.0
T00004920,A0000948,2025-12-31,WITHDRAWAL,311000.0
T00004921,A0001714,2025-11-06,WITHDRAWAL,4307000.0
T00004922,A0000326,2026-07-23,TRANSFER,1431000.0
T00004923,A0000574,2026-07-19,WITHDRAWAL,1612000.0
T00004924,A0000591,2025-10-22,DEPOSIT,685000.0
T00004925,A0001124,2025-06-05,WITHDRAWAL,70000.0
T00004926,A0000241,2025-02-16,TRANSFER,3726000.0
T00004927,A0000839,2025-02-13,DEPOSIT,4520000.0
T00004928,A0001142,2025-07-20,DEPOSIT,322000.0
T00004929,A0001458,2026-05-04,TRANSFER,3248000.0
T00004930,A0001621,2025-09-02,DEPOSIT,4854000.0
T00004931,A0000493,2026-07-03,TRANSFER,4105000.0
T00004932,A0001667,2025-07-03,TRANSFER,2775000.0
T00004933,A0001712,2025-08-26,WITHDRAWAL,1068000.0
T00004934,A0001132,2025-07-14,WITHDRAWAL,4668000.0
T00004935,A0001305,2026-03-12,TRANSFER,3581000.0
T00004936,A0001133,2025-03-21,WITHDRAWAL,2797000.0
T00004937,A0001198,2026-04-08,DEPOSIT,4144000.0
T00004938,A0001003,2025-05-09,TRANSFER,3770000.0
T00004939,A0000667,2025-08-28,DEPOSIT,4410000.0
T00004940,A0000032,2025-12-08,TRANSFER,1395000.0
T00004941,A0001294,2025-11-09,DEPOSIT,338000.0
T00004942,A0000198,2026-03-23,WITHDRAWAL,1932000.0
T00004943,A0000287,2025-01-02,DEPOSIT,3587000.0
T00004944,A0000729,2026-05-06,DEPOSIT,2863000.0
T00004945,A0000995,2025-08-08,DEPOSIT,3864000.0
T00004946,A0001311,2025-03-06,WITHDRAWAL,1314000.0
T00004947,A0001422,2025-01-13,WITHDRAWAL,2753000.0
T00004948,A0001039,2025-09-10,DEPOSIT,2955000.0
T00004949,A0000376,2026-05-17,WITHDRAWAL,90000.0
T00004950,A0000946,2025-08-14,TRANSFER,3260000.0
T00004951,A0000189,2025-08-02,DEPOSIT,2143000.0
T00004952,A0000650,2025-09-30,TRANSFER,863000.0
T00004953,A0000402,2025-05-25,WITHDRAWAL,263000.0
T00004954,A0000247,2026-08-15,DEPOSIT,3889000.0
T00004955,A0000454,2026-02-04,DEPOSIT,2049000.0
T00004956,A0000401,2025-09-03,WITHDRAWAL,2034000.0
T00004957,A0001610,2025-09-29,DEPOSIT,2953000.0
T00004958,A0000321,2026-06-18,DEPOSIT,1520000.0
T00004959,A0001009,2025-05-03,TRANSFER,4718000.0
T00004960,A0001288,2025-11-10,DEPOSIT,96000.0
T00004961,A0001539,2025-10-17,DEPOSIT,3622000.0
T00004962,A0000003,2026-04-27,WITHDRAWAL,4076000.0
T00004963,A0001637,2026-03-16,TRANSFER,776000.0
T00004964,A0001556,2025-07-22,TRANSFER,1589000.0
T00004965,A0001029,2025-09-06,WITHDRAWAL,3612000.0
T00004966,A0000619,2025-12-22,DEPOSIT,3153000.0
T00004967,A0000555,2026-04-29,WITHDRAWAL,2612000.0
T00004968,A0000271,2026-07-19,TRANSFER,1204000.0
T00004969,A0001367,2025-03-22,DEPOSIT,2154000.0
T00004970,A0001651,2025-02-28,TRANSFER,3409000.0
T00004971,A0001612,2026-06-21,WITHDRAWAL,1217000.0
T00004972,A0000902,2026-06-13,TRANSFER,494000.0
T00004973,A0000680,2026-03-04,TRANSFER,2044000.0
T00004974,A0001478,2025-04-18,DEPOSIT,897000.0
T00004975,A0001496,2025-03-26,TRANSFER,806000.0
T00004976,A0000332,2025-05-11,DEPOSIT,4406000.0
T00004977,A0001059,2026-08-19,TRANSFER,4497000.0
T00004978,A0001754,2025-07-19,TRANSFER,120000.0
T00004979,A0000249,2026-07-19,DEPOSIT,448000.0
T00004980,A0000538,2025-10-13,DEPOSIT,1652000.0
T00004981,A0000157,2025-10-01,DEPOSIT,3920000.0
T00004982,A0000268,2025-07-09,DEPOSIT,2796000.0
T00004983,A0001692,2026-06-10,WITHDRAWAL,2924000.0
T00004984,A0000731,2026-05-02,TRANSFER,4589000.0
T00004985,A0001155,2025-12-17,DEPOSIT,4415000.0
T00004986,A0000574,2025-09-05,WITHDRAWAL,2909000.0
T00004987,A0000332,2025-08-06,WITHDRAWAL,2421000.0
T00004988,A0001773,2025-09-26,WITHDRAWAL,4909000.0
T00004989,A0000778,2026-03-12,DEPOSIT,4237000.0
T00004990,A0000115,2026-02-14,DEPOSIT,4406000.0
T00004991,A0000502,2026-03-31,WITHDRAWAL,223000.0
T00004992,A0000565,2026-08-28,TRANSFER,2081000.0
T00004993,A0000420,2025-02-27,TRANSFER,3539000.0
T00004994,A0001653,2025-11-18,WITHDRAWAL,1196000.0
T00004995,A0000460,2025-12-19,DEPOSIT,3591000.0
T00004996,A0001233,2025-07-08,TRANSFER,4060000.0
T00004997,A0000744,2026-01-14,TRANSFER,3768000.0
T00004998,A0001496,2026-06-28,DEPOSIT,1898000.0
T00004999,A0000288,2025-06-19,TRANSFER,2985000.0
T00005000,A0000663,2025-07-08,TRANSFER,327000.0
T00005001,A0000534,2025-07-15,WITHDRAWAL,3194000.0
T00005002,A0001172,2025-10-15,TRANSFER,3221000.0
T00005003,A0001588,2025-07-24,WITHDRAWAL,4070000.0
T00005004,A0001759,2026-02-23,TRANSFER,1012000.0
T00005005,A0000035,2025-05-10,TRANSFER,194000.0
T00005006,A0000639,2025-05-06,WITHDRAWAL,3216000.0
T00005007,A0001125,2025-04-27,DEPOSIT,2653000.0
T00005008,A0001649,2025-10-25,TRANSFER,4968000.0
T00005009,A0001499,2025-09-01,DEPOSIT,3415000.0
T00005010,A0000143,2026-01-11,DEPOSIT,4215000.0
T00005011,A0001246,2025-08-14,TRANSFER,148000.0
T00005012,A0000975,2026-06-04,TRANSFER,2884000.0
T00005013,A0000408,2025-01-12,WITHDRAWAL,3398000.0
T00005014,A0001113,2025-08-16,WITHDRAWAL,888000.0
T00005015,A0001752,2026-07-25,WITHDRAWAL,4901000.0
T00005016,A0001320,2025-04-03,DEPOSIT,4711000.0
T00005017,A0001171,2026-07-02,WITHDRAWAL,3785000.0
T00005018,A0000811,2025-02-06,DEPOSIT,3931000.0
T00005019,A0001782,2026-02-06,WITHDRAWAL,1418000.0
T00005020,A0001640,2026-05-23,TRANSFER,3249000.0
T00005021,A0001620,2026-07-05,TRANSFER,4677000.0
T00005022,A0001566,2025-04-16,WITHDRAWAL,2747000.0
T00005023,A0000312,2026-06-18,DEPOSIT,818000.0
T00005024,A0001086,2026-04-29,WITHDRAWAL,3598000.0
T00005025,A0001488,2025-04-06,TRANSFER,861000.0
T00005026,A0000350,2025-07-29,DEPOSIT,1256000.0
T00005027,A0000589,2025-04-25,TRANSFER,2485000.0
T00005028,A0000256,2025-05-13,TRANSFER,1601000.0
T00005029,A0000857,2025-01-10,WITHDRAWAL,3261000.0
T00005030,A0000729,2025-05-18,TRANSFER,2619000.0
T00005031,A0000191,2026-07-22,TRANSFER,4759000.0
T00005032,A0000437,2025-10-03,DEPOSIT,3291000.0
